Accesion No.,Book Title,Author,Rack No.,Classification,Condition,Copy,Source,Corrections
22961,Kshemendra Studies,Dr. Suryakanta,R-1-F,J1,G,OC,MAIN,
22962,Studies In Indian Literary History Vol I,Gode P K,R-2-F,L,D,OC,MAIN,
22963,Studies In Indian Literary History Vol I,Gode P K,R-5-E,L,D,OC,MAIN,
22965,Sabdapasabda Vivekah,Charudeva Sastri,R-15-C,B6,G,OC,MAIN,
22968,Basanthakachakram  Mrichakatikam,Devadhar,R-9-A,I,NA,OC,MAIN,
22970,Yogavasishtam Vol II,Valmiki,R-2-C,C6,G,OC,MAIN,
22971,Vikramorvasiyam - Gaidhami,Kalidasa,R-0-Z,I,NA,OC,MAIN,
22976,Vyakarana MahaBhashya Vol I,P P S Sastri,R-5-B,B6,D,OC,MAIN,
22978,Hari Hara Dvaita Bhashyam,Bhodendra Saraswati,R-2-B,C8,G,OC,MAIN,
23243,Preface of Mriccha Katika,GK Bhat,R-0-Z,I,NA,OC,MAIN,
23244,Rigveda Brahmanas,Keith A B,R-1-B,A1,G,OC,MAIN,
23246,Etymologies of Yaksha,Varma S,R-1-D,B5,D,OC,MAIN,
23250,Kiratarjuniya Canto I,Bharavi,R-14-D,F1,G,OC,MAIN,
23251,Kiratarjuniya Canto II,Bharavi,R-14-D,F1,D,OC,MAIN,
23252,Introduction To The Natural History of Language,Tuckertg,R-10-C,L,G,OC,MAIN,
23253,A Manual of Sanskrit Phonetics,Uhlenbeck,R-1-E,L,D,OC,MAIN,
23255,The Science of Language Vol I,Max Muller,R-10-C,L,D,OC,MAIN,
23256,The Science of Language Vol II,Max Muller,R-10-C,L,D,OC,MAIN,
23258,Introduction To The Science of Language,Sayce,R-10-C,L,G,OC,MAIN,
23259,Principles of Comparative Philology,Sayce,R-10-C,L,G,OC,MAIN,
23340,A Concordance of Kalidasa's Poems,Ramacandra Aiyar T K,R-14-D,F3,G,OC,MAIN,
23341,Purana Index Vol I,Ramacandra Dikshitar,R-5-E,E1,D,OC,MAIN,
23342,Purana Index Vol II,Ramacandra Dikshitar,R-6-A,E1,G,OC,MAIN,
23673,The Kasi Sanskrit Series Sayana Bashya,Updhyaya,R-8-E,A1,D,OC,MAIN,
23694,Brahmasutraujauyasiddhi,Krishna Sastri,R-0-Z,C6,NA,OC,MAIN,
23697,Venisamhara,Bhatta Narayana,R-9-B,I,G,OC,MAIN,
23732,The Bhagavad Gita,D S Sarma,R-8-B,C6,D,OC,MAIN,
23750,Dasakumara Charitha (Purvapithika),Dandin,R-9-E,G,D,OC,MAIN,
24120,Malavikagnimitram,Sankararama Sastri,R-0-Z,I,NA,OC,MAIN,
24121,Malavikagnimitram,Kalidasa,R-5-A,I,D,OC,MAIN,
24122,Vikramorvasiyam - CSR Shastry,Kalidasa,R-5-B,I,G,OC,MAIN,
24123,Vikramorvasiyam - CSR Shastry,Kalidasa,R-9-B,I,D,OC,MAIN,
24389,Goutama Dharama Sutra,,R-1-D,A5,D,OC,MAIN,
24390,Vivaranaprameya Samgraha,Vidyaranya,R-2-B,C6,G,OC,MAIN,
24407,Karpuramanjari,Rajasekhara,R-0-Z,I,NA,OC,MAIN,
24409,Love In Poems And Plays of Kalidasa,Dr V Ragavan,R-14-C,F3,G,OC,MAIN,
24412,Sringaraprakasa,Bhoja Raja,R-1-E,J,G,OC,MAIN,
24414,Mudra Rakshasa,Devadhar,R-3-B,I,D,OC,MAIN,
24415,Rasagangadhara,Jagannatha,R-13-C,J,D,OC,MAIN,
24416,Dhvanayaloka Translation,Krishnamurthi,R-0-Z,J,NA,OC,MAIN,
24417,History of Sanskrit Poetics,PV Kane,R-3-E,J,G,OC,MAIN,
24418,History of Sanskrit Literature,Keith A B,R-0-Z,K,NA,OC,MAIN,
24419,Studies On Some Concepts of Aalankara Sastra,Raghavan V,R-13-B,J,G,OC,MAIN,
24420,Date of Rgveda,D R Mankad,R-1-C,A6,D,OC,MAIN,
24421,Vikramorvasiyam - Athalye,Kalidasa,R-0-Z,I,NA,OC,MAIN,
24424,Dhvanyaloka,Sarma (R P B N),R-13-B,J,G,OC,MAIN,
24432,Taittiriya And Aitareya Upanishad,Ed By Uttamur,R-1-C,C6,D,OC,MAIN,
24435,DasakumaraCharitham,N.S.Press,R-9-D,G,G,OC,MAIN,
24582,(Bhatti Kavyam) Rama Charitam,Bhatti,R-14-E,F1,G,OC,MAIN,
24644,Bashaparicheda,Viswanatha Panicker,R-1-A,L,G,OC,MAIN,
24646,Mimamsa Paribhasha,Krishna Yajvan,R-0-Z,C5,NA,OC,MAIN,
24659,The Bhagavad Gita,Swami Nikhilananda,R-8-C,C6,G,OC,MAIN,
24680,Yatindra Matadipika,Nanda,R-1-D,C6,D,OC,MAIN,
24710,Narada Bhakti Sutras,D S Sarma,R-3-D,C8,D,OC,MAIN,
24738,Lectures On Patanjali's Maha Bashya  Vol  IV,P S S Sastri,R-15-C,B6,G,OC,MAIN,
24875,History of Dharma Sastra Vol I,Kane D V,R-1-D,A5,D,OC,MAIN,
24888,Experiences In Sanskrit Translation Book I,Gopala Iyengar,R-15-B,O,D,OC,MAIN,
24896,Kavyalankara,CSR Sastry,R-5-B,J,G,OC,MAIN,
24897,Harsha Charita V,C S R Sastry,R-9-D,G,G,OC,MAIN,
24898,Harsha Charita V,C S R Sastry,R-3-E,G,D,OC,MAIN,
25026,Dravadatreya Drasanam,Srirama Sastri,R-2-C,C8,D,OC,MAIN,
25237,Tarka Sangraha,Athalye,R-0-Z,C2,NA,OC,MAIN,
25849,Second Book of Sanskrit Transilation,V Gopala Iyengar,R-15-C,O,G,OC,MAIN,
25854,The Sphotasiddhi With The Gopalika,Mandana Misra,R-15-C,B6,G,OC,MAIN,
25879,Vedartha Sangraha,Ramanuja Charya,R-2-D,C6,G,OC,MAIN,
25880,Srimad Vishnu Tattva Vinirnaya With The Commentry of Jayatirtha,Madhvacharya,R-2-C,C6,G,OC,MAIN,
25931,Brahma Sutra Sankara Bashya,,R-1-A,C6,G,OC,MAIN,
25937,Vaiseshika Darsana,Uttamur Veeraraghavacharya,R-2-A,C1,G,OC,MAIN,
26036,Sriman Narayaneeyam,Narayana Bhatta,R-13-A,F2,R,OC,MAIN,
26043,Lectures On Patanjali MahaBhashya Vol II,P S S Sastry,R-8-A,B6,NA,OC,MAIN,
26052,History of Sanskrit Literature,Macdonall,R-14-B,K,G,OC,MAIN,
26219,Taittriya Upanishad,GitaPress Edition,R-6-B,C6,G,OC,MAIN,
26601,The Bhagavad Gita,D S Sarma,R-8-B,C6,G,OC,MAIN,
26602,The Bhagavad Gita,D S Sarma,R-8-B,C6,NA,OC,MAIN,
26978,The Discovery of India-Jawaharlal Nehru,Oxford,R-10-D,M,G,OC,MAIN,
27178,Vedic Hymns,Edward J Thomas,R-1-A,A1,D,OC,MAIN,
27196,Srimad Bhagavad Geeta- Tamil Translation,Somasundara Sastrigal,R-7-B,C6,G,OC,MAIN,
27343,Sriman Narayaneeyam,Narayana Bhatta,R-13-A,F2,G,OC,MAIN,
27648,Mahabharata Vol I,Vyasa,R-8-B,D2,G,OC,MAIN,
27649,Mahabharata Vol II,Vyasa,R-8-B,D2,G,OC,MAIN,
27650,Mahabharata Vol III,Vyasa,R-8-B,D2,G,OC,MAIN,
27651,Mahabharata Vol IV,Vyasa,R-8-B,D2,G,OC,MAIN,
27653,Nyaya Kusumanjali,Uadayana,R-5-B,C2,D,OC,MAIN,
27654,Aitareya Brahmana,Itareya,R-1-B,A2,G,OC,MAIN,
27657,Vaiseshika Darsana,Canada,R-1-F,C1,G,OC,MAIN,
27662,Svetasvataropanishad,Utveeraraghavachar,R-1-B,C6,G,OC,MAIN,
27663,"Isavasya ,  Kena And Katha",T Veeraraghavarchary,R-1-B,C6,D,OC,MAIN,
27665,Taitreeya & I ?,T Veeraraghavarchary,R-3-D,C6,G,OC,MAIN,
28341,Tatvaprakasavyakyabhalabodana,Raghuttamayati,R-2-C,C6,G,OC,MAIN,
28870,Essentials of Indian Philosophy,Hiriyanna,R-0-Z,C9,NA,OC,MAIN,
28871,Outlines of Indian Philiosophy,Hiriyanna,R-0-Z,C9,NA,OC,MAIN,
28872,Outlines of Indian Philiosophy,Hiriyanna,R-0-Z,C9,NA,OC,MAIN,
28873,Indian Philosophy  Vol   I,Radhakrishnan,R-4-F,C9,G,OC,MAIN,
28875,History of Indian Philosophy  Vol I,Dasgupta,R-5-D,C9,G,OC,MAIN,
28876,History of Indian Philosophy  Vol II,Dasgupta,R-0-Z,C9,NA,OC,MAIN,
28877,History of Indian Philosophy  Vol III,Dasgupta,R-5-D,C9,G,OC,MAIN,
29245,Essentials of Indian Philosophy,Hiriyanna,R-0-Z,C9,NA,OC,MAIN,
29708,Srimad Bhagavatam,,R-8-C,E,G,OC,MAIN,
30014,Raghuvamsha Canto 12,Kalidasa,R-0-Z,F1,NA,OC,MAIN,
30029,Kavyadarsa,Ed. C S R Sastry,R-3-E,J,D,OC,MAIN,
30035,Raghuvamsa,V.Gopala Desigan,R-3-D,F1,G,OC,MAIN,
30043,Vedartha Sangraha,Raghavachari,R-4-F,C6,D,OC,MAIN,
30044,Vedananta Sangraha of Sri Ramanuja With English Translation,Ed. S. S. Raghavachari,R-2-F,C6,G,OC,MAIN,
30047,Srimad Vishnutattva,Raghavachari,R-0-Z,C6,NA,OC,MAIN,
30048,Srimad Vishnutattva,Raghavachari,R-2-F,C6,G,OC,MAIN,
30133,Dhvanayaloka,Bhattacharya,R-5-C,J,G,OC,MAIN,
30134,Dhvanyalokha,Bhattacharya,R-3-E,J,G,OC,MAIN,
30136,Vedartha Sangraha,Ramanuja,R-4-F,C6,D,OC,MAIN,
30166,Higher Sanskrit Grammar,M R Kale,R-15-C,O,G,OC,MAIN,
30168,Higher Sanskrit Grammar,M R Kale,R-15-D,O,G,OC,MAIN,
30248,The Philososphy of Ramana,Dr K S Bharadwaj,R-2-E,M,G,OC,MAIN,
30667,Paramarthabhusana,Uttamur,R-0-Z,Z,NA,OC,MAIN,
30676,A Dictionary of Linguistics,Fgaynor,R-10-C,L,G,OC,MAIN,
30822,Vedic India,Louis Renou,R-1-C,A6,D,OC,MAIN,
30880,History of Dharma Sastra  Vol I  Part I,P V Kane,R-5-D,A5,G,OC,MAIN,
30885,Sanskrit Historical Phonology,Edgarton,R-5-D,L,G,OC,MAIN,
30886,History of Indian Literature,Winternitz,R-0-Z,K,NA,OC,MAIN,
30887,Aspects of Sanakrit Literature,S K De,R-13-E,K,G,OC,MAIN,
30987,Handbook of Classical Sanskrit Literature,UV Rao,R-0-Z,K,NA,OC,MAIN,
31150,Nighantu & Nirukta,L Samp,R-1-D,B5,TBR,OC,MAIN,
31151,Rig Bashya Sangraha,Chanana,R-1-F,A1,TBR,OC,MAIN,
31152,Rig Bashya Sangraha,Chanana,R-1-A,A1,D,OC,MAIN,
31153,A Manual of Sanskrit Phonotics,Uhlen Bcckcc,R-10-C,L,G,OC,MAIN,
31154,A Manual of Sanskrit Phonotics,Uhlen Bcckcc,R-10-C,L,G,OC,MAIN,
31548,Astadhyagi of Panini,S C Vasu,R-15-B,B6,G,OC,MAIN,
31549,Astadhyayi of Panini,S C Vasu,R-15-B,B6,G,OC,MAIN,
31550,Siddhanta Kaumudi of Bhattoji Dikshita  -  I,S C Vasu,R-15-B,B6,D,OC,MAIN,
31552,Siddhanta Kaumudi Bhattoji Dikshita  -  II,S C Vasu,R-0-Z,B6,NA,OC,MAIN,
31621,Indian Inheritence Science & Society Vol III,K M Munshi & R R Diwakar,R-10-A,M,G,OC,MAIN,
31639,Women In Vedic Age,Sakuntala Rao Sastri,R-4-F,A6,G,OC,MAIN,
31640,Indian Inheritence Science & Society Vol I,K M Munshi & R R Diwakar,R-10-A,M,G,OC,MAIN,
31641,"Indian Inheritence Arts, History & Culture Vol II",K M Munshi & R R Diwakar,R-10-A,M,G,OC,MAIN,
31664,Harshacharitha  -  I  Uchwasa,S Viswanathan,R-9-E,G,G,OC,MAIN,
31665,Harshacharitha  -  I  Uchwasa,S Viswanathan,R-9-D,G,D,OC,MAIN,
31806,Bhaktiyoga,A K Dutta,R-4-F,C8,G,OC,MAIN,
32107,Ascharya Chudamani,Sakti Badra,R-9-C,I,G,OC,MAIN,
32312,Siddhanta Traya Sangraha,M S Rajagopala Iyengar,R-0-Z,C8,NA,OC,MAIN,
32332,Sri Geetha Vyakaranam,Sastry,R-8-B,B6,G,OC,MAIN,
32412,The Culture of India As Envisaged By Sri Arabindo,C C Dutt,R-10-A,M,G,OC,MAIN,
32669,Kusumamala Part II Translation,V S Apte,R-4-F,Z,TBR,OC,MAIN,
32722,Vivekachudamani Translation By Swami Madhavananda,Sankaracharya,R-2-E,C6,G,OC,MAIN,
32727,The Indian Heritage,Raghavan V,R-10-A,M,G,OC,MAIN,
32849,"Indian Inheritence, Literature, Philosophy And Religion","K M Munshi, M Chandrasekara Aiyer",R-10-A,M,G,OC,MAIN,
33055,Sringaraprakasa,Bhoja Raja,R-13-E,J,G,OC,MAIN,
33058,Sarva Siddhanta Sangraha of Shri Sankara,M Rangachary,R-2-D,C6,D,OC,MAIN,
33072,Sanskrit Translation,V.Gopala Iyengar,R-0-Z,O,NA,OC,MAIN,
33169,Tatraloka,Abhinava Gupta,R-2-E,C8,G,OC,MAIN,
33199,Narayaneeyam,Narayana Bhatta,R-13-A,F2,G,OC,MAIN,
33203,Namalinganusasanam,Amarasimha,R-3-E,B5,G,OC,MAIN,
33248,Namalinganusasanam,Amarasimha,R-3-E,B5,G,OC,MAIN,
34010,Vedanta Explained Vol I,,R-0-Z,C6,NA,OC,UGC,
34011,Vedanta Explained - Vol II,,R-0-Z,C6,NA,OC,MAIN,
34012,A History of Dvaita School of Vedanta Vol I,,R-0-Z,C6,NA,OC,UGC,
34013,A History of Dvaita School of Vedanta Vol II,,R-0-Z,C6,NA,OC,UGC,
34014,Mimamsa Vol I,,R-0-Z,C5,NA,OC,UGC,
34015,Malavikagnimitra,Kalidasa,R-4-F,I,G,OC,UGC,
34016,Vikramorvashiya,Kalidasa,R-0-Z,I,NA,OC,UGC,
34017,Meghaduta,Kalidasa,R-3-F,F2,NA,OC,UGC,
34018,Abhijnana Sakuntalam,Kalidasa,R-4-F,I,G,OC,UGC,
34019,Mricchakatika,Sudraka,R-4-F,I,G,OC,UGC,
34020,Nagananda,Sri Harsha,R-0-Z,I,NA,OC,MAIN,
34021,Naganandam,Harshadeva,R-4-F,I,D,OC,UGC,
34022,Venisamhara,Bhattanarayana,R-4-F,I,G,RC,UGC,
34918,Raghuvamsa I To IV,Kalidasa,R-4-F,F1,G,RC,UGC,
34919,Raghuvamsa Canto 12 & 13,Kalidasa,R-0-Z,F1,NA,OC,UGC,
34920,Meghasandesha,Kalidasa,R-4-F,F2,TBR,OC,UGC,
34921,Meghaduta,Kalidasa,R-4-F,F2,TBR,OC,UGC,
34922,Meghaduta,Kalidasa,R-4-F,F2,D,OC,UGC,
34923,Meghaduta,Kalidasa,R-4-F,F2,D,OC,UGC,
34924,Meghaduta,Kalidasa,R-4-F,F2,D,OC,UGC,
34925,Meghaduta,Kalidasa,R-3-C,F2,NA,OC,UGC,
34926,Meghaduta,Kalidasa,R-4-F,F2,G,OC,UGC,
34927,Bhartrhari Subhashitam,Bhartrhari,R-4-F,F2,G,OC,UGC,
34928,Abhijnana Sakuntalam,Kalidasa,R-4-F,I,D,OC,UGC,
34929,Malavikagnimitra,Kalidasa,R-3-F,I,NA,OC,UGC,
34930,Svapnavasavadatta,,R-0-Z,I,NA,OC,UGC,
34932,Mricchakatika,Sudraka,R-4-F,I,G,OC,UGC,
34933,Mricchakatika,Sudraka,R-0-Z,I,NA,OC,UGC,
34934,Mricchakatika,Sudraka,R-4-F,I,D,OC,UGC,
34935,Introduction To Mricchakatika,,R-0-Z,I,NA,OC,UGC,
34936,Ratnavali,P V Ramanuja Swami,R-0-Z,I,NA,OC,MAIN,
34937,Ratnavalli - Ray Part I,,R-0-Z,I,NA,OC,MAIN,
34938,Ratnavali Part II,Sri Harsha,R-4-F,I,TBR,OC,UGC,
34940,Uttararamacharitam,Bhavabhuti,R-0-Z,I,NA,OC,UGC,
34941,Mudrarakshasa,Vishakadatta,R-4-F,I,TBR,OC,UGC,
34942,Dasakumaracharita,"Dandi, Taracharana Bhattacharya (Comm.)",R-4-F,G,D,OC,UGC,
34943,Dhvanyaloka,Anandavardhana,R-4-F,J,D,OC,UGC,
34944,Rasagangadhara,Jagannatha,R-4-F,J,D,OC,UGC,
35010,Kumarasambhavam,Kalidasa,R-12-D,F1,R,OC,MAIN,
35088,Raghuvamsa Canto 12 & 13,"Kalidasa, C S R",R-0-Z,F1,NA,OC,UGC,
35089,Raghuvamsa Canto 12 & 14,"Kalidasa, C S R",R-4-F,F1,G,RC,UGC,
35090,Raghuvamsa Canto 12 & 15,"Kalidasa, C S R",R-4-F,F1,TBR,OC,UGC,
35091,Raghuvamsa Canto 12 & 16,"Kalidasa, C S R",R-4-F,F1,TBR,OC,UGC,
35092,Raghuvamsa Canto 12 & 17,"Kalidasa, C S R",R-4-F,F1,TBR,OC,UGC,
35093,Raghuvamsa Canto 12 & 18,"Kalidasa, C S R",R-4-F,F1,TBR,OC,UGC,
35094,Raghuvamsa XII & XIII,C S R Sastry,R-0-Z,F1,NA,OC,MAIN,
35095,Raghuvamsa Canto 12 & 19,"Kalidasa, C S R",R-4-F,F1,TBR,OC,UGC,
35096,Raghuvamsa Canto 12 & 20,"Kalidasa, C S R",R-0-Z,F1,NA,OC,UGC,
35097,Raghuvamsa Canto 12 & 21,"Kalidasa, C S R",R-4-F,F1,TBR,OC,UGC,
35098,Raghuvamsa Canto 12 & 13 - CSR,C S R Sastry,R-0-Z,F1,NA,OC,MAIN,
35099,Kumarasambhava - 1 To 3,Kalidasa,R-4-F,F1,D,RC,UGC,
35100,Kumarasambhava - 1 To 3,Kalidasa,R-0-Z,F1,NA,OC,UGC,
35101,Kumarasambhava - 1 To 3,Kalidasa,R-0-Z,F1,NA,OC,UGC,
35102,Kumarasambhava - 1 To 3,Kalidasa,R-0-Z,F1,NA,OC,UGC,
35103,Kumarasambhava - 1 To 3,Kalidasa,R-0-Z,F1,NA,OC,UGC,
35104,Kumarasambhava - 1 To 3,"Kalidasa, C Sankara Ramasastri Ed.",R-4-F,F1,G,OC,UGC,
35105,Kumarasambhava - 1 To 3,,R-0-Z,F1,NA,OC,MAIN,
35106,Kumarasambhava - 1 To 3,Kalidasa,R-0-Z,F1,NA,OC,UGC,
35107,Kumarasambhava - 1 To 3,"Kalidasa, C Sankara Ramasastri Ed.",R-4-F,F1,G,OC,UGC,
35108,Uttara Ramacharita,C S R Sastry,R-0-Z,I,NA,OC,MAIN,
35109,Uttararamacharitam,Bhavabhuti,R-4-F,I,G,OC,UGC,
35110,Uttararamacharitam,Bhavabhuti,R-4-F,I,G,OC,UGC,
35111,Uttararamacharitam,Bhavabhuti,R-4-F,I,TBR,OC,UGC,
35112,Uttararamacharitam,Bhavabhuti,R-4-F,I,D,OC,UGC,
35113,? Uttararamacharitam,Bhavabhuti,R-0-Z,I,NA,OC,UGC,
35114,Prataparudriyam,Vidyanatha,R-0-Z,J,NA,OC,UGC,
35115,Prataparudriyam,Vidyanatha,R-4-F,J,D,OC,UGC,
35116,Prataparudriyam,Vidyanatha,R-4-F,J,TBR,OC,UGC,
35117,Chandraloka - CSR,Jayadeva,R-0-Z,J,NA,OC,UGC,
35118,Chandraloka - CSR,Jayadeva,R-4-F,J,TBR,OC,UGC,
35119,Chandraloka - CSR,Jayadeva,R-4-F,J,D,OC,UGC,
35120,Chandraloka - CSR,Jayadeva,R-4-F,J,TBR,OC,UGC,
35121,Candraloka,C S R Sastry,R-0-Z,J,NA,OC,MAIN,
35122,Chandraloka - CSR,Jayadeva,R-4-F,J,D,OC,UGC,
35123,Chandraloka - CSR,Jayadeva,R-4-F,J,TBR,OC,UGC,
35124,Chandraloka - CSR,Jayadeva,R-0-Z,J,NA,OC,UGC,
35125,Chandraloka - CSR,Jayadeva,R-4-F,J,D,RC,UGC,
35126,Siddhanta Kaumudi,Bhattoji Dikshita,R-4-F,B6,G,OC,UGC,
35127,Kadambari Sangraha,Krishnamacharya R V,R-0-Z,G,NA,OC,UGC,
35128,Kadambari Sangraha,Krishnamacharya R V,R-0-Z,G,NA,OC,UGC,
35129,Kadambarisamgraha - Purvabhaga,,R-0-Z,G,NA,OC,MAIN,
35130,Kadambari Sangraha,Krishnamacharya R V,R-4-F,G,TBR,OC,UGC,
35131,Kadambari Sangraha,Krishnamacharya R V,R-4-F,G,TBR,OC,UGC,
35132,Kadambari Sangraha,Krishnamacharya R V,R-4-F,G,G,OC,UGC,
35133,Kadambari Sangraha,Krishnamacharya R V,R-4-F,G,D,OC,UGC,
35134,Kadambari Sangraha,Krishnamacharya R V,R-4-F,G,D,OC,UGC,
35135,Kadambari Sangraha,Krishnamacharya R V,R-4-F,G,TBR,OC,UGC,
35136,Kadambarisamgraha,,R-0-Z,G,NA,OC,MAIN,
35137,Bharata Sangraha,Lakshmana Suri,R-0-Z,G,NA,OC,UGC,
35138,Bharata Sangraha,Lakshmana Suri,R-0-Z,G,NA,OC,UGC,
35139,Bharata Sangraha,Lakshmana Suri,R-4-F,G,D,OC,UGC,
35140,Bharata Sangraha,Lakshmana Suri,R-0-Z,G,NA,OC,UGC,
35141,Bharata Sangraha,Lakshmana Suri,R-0-Z,G,NA,OC,UGC,
35142,Bharata Sangraha,Lakshmana Suri,R-0-Z,G,NA,OC,UGC,
35143,Bharata Sangraha,Lakshmana Suri,R-4-F,G,G,OC,UGC,
35144,Bharatasamgraha,,R-9-D,G,D,OC,MAIN,
35145,Nitisatakam,Bhartrhari,R-4-F,F2,D,OC,UGC,
35302,Bhavaprakasika,Ranga Ramanuja,R-1-A,J,G,OC,MAIN,
35769,Sacred Books of The East (Bhagavat Gita) Vol VIII,Max Muller,R-8-C,C6,G,OC,MAIN,
35796,Brahma Sutra Sankara Bhashya,Sankaracharya,R-4-F,C6,D,OC,UGC,
35797,Brahma Sutra Bhashya,Sankaracharya,R-4-F,C6,G,RC,UGC,
35798,Brahma Sutra Bhashya,Sankaracharya,R-4-F,C6,G,OC,UGC,
36396,Kumarasambhava- CSR Shastry,Kalidasa,R-3-E,F1,G,OC,MAIN,
36398,Ratnavalli - CSR Shastry,Sri Harsha,R-4-F,I,G,OC,MAIN,
36475,Pujavidhana,Sri Anna,R-1-D,C8,D,OC,MAIN,
37228,Madhyasiddhantha Koumudi,Sri Anna,R-0-Z,B6,NA,OC,MAIN,
37289,Sukasaptati,Bhatta Bana,R-9-D,F2,G,OC,MAIN,
37291,Mudra Rakshasa,Kala (M R ),R-5-A,I,G,OC,MAIN,
37294,Vasavadatta,Gray L H,R-9-D,G,G,OC,MAIN,
37296,Vyakarana MahaBhashya,Patanjali,R-0-Z,B6,NA,OC,MAIN,
37299,Laghu Siddhanta Kaumudi,Varadaraja,R-0-Z,B6,NA,OC,MAIN,
37448,Sastra Siddahtha Sangraha,A Krishnananda,R-2-B,C6,G,OC,MAIN,
37449,The Vedanta -- Its Ethical Aspect,K Sundararama Iyer,R-2-C,C8,G,OC,MAIN,
37450,Advaitha Makaranda,Laskshmi Dhara,R-4-F,C6,TBR,OC,MAIN,
37451,Nyaya Manjari,Appaya Dikshitha,R-2-C,C2,D,OC,MAIN,
37452,Laghu Vasudeva Mananam,Subramanya Sastry,R-4-F,C6,TBR,OC,MAIN,
37453,Laghu Vasudeva Mananam,Subramanya Sastry,R-4-F,C6,TBR,OC,MAIN,
37455,Advaith Siddantha Vaijayanthi,Tryambaka Sastry,R-2-A,C6,R,OC,MAIN,
37456,Stuti Sara Samudrarnavam,Thotakachariya,R-2-B,F2,G,OC,MAIN,
37457,Pathanjali Darsanam,Ananthapanditha,R-0-Z,C4,NA,OC,MAIN,
37460,Padya Harsha Charitam,Gopalachakravarthy,R-4-F,F1,G,OC,MAIN,
37461,Malavikagnimitram,Kalidasa,R-9-B,I,D,OC,MAIN,
37462,Kumara Sambhava Champu,Saraboji Maha…,R-9-D,H,G,OC,MAIN,
39376,Uttara Ramacharitam,Bhavaboothi,R-3-F,I,G,OC,MAIN,
39377,Sanskrit English Dictionary,V S Apte,R-6-B,R,G,OC,MAIN,
39438,Vedanta Paribasha,Dharmaraja Dwarindra,R-2-F,C6,G,OC,MAIN,
39439,Vedanta Paribasha,Dharmaraja Dwarindra,R-0-Z,C6,NA,OC,MAIN,
39441,Madhyasidhantha Koumudhi,Varadaraja,R-0-Z,B6,NA,OC,MAIN,
39736,Vidura Niti,Menon,R-3-F,D2,D,OC,MAIN,
39737,Vidura Niti,Menon,R-5-A,D2,G,OC,MAIN,
39738,Vidura Niti,Menon,R-4-F,D2,G,OC,MAIN,
39820,Laghu Kadambari Sangraha,Krishamachariar,R-0-Z,G,NA,OC,MAIN,
39821,Laghu Kadambari Sangraha,Krishamachariar,R-9-C,G,G,OC,MAIN,
39822,Laghu Kadambari Sangraha,Krishamachariar,R-9-C,G,D,OC,MAIN,
39823,Laghu Kadambari Sangraha,Krishamachariar,R-7-E,G,D,OC,MAIN,
39824,Laghu Kadambari Sangraha,Krishamachariar,R-0-Z,G,NA,OC,MAIN,
39914,Malavikagnimitram,Kalidasa  C S R,R-3-D,I,G,OC,MAIN,
39915,Malavikagnimitram,Kalidasa  C S R,R-4-F,I,NA,OC,MAIN,
39916,Malavikagnimitram,Kalidasa  C S R,R-3-D,I,G,OC,MAIN,
39917,Malavikagnimitram,Kalidasa  C S R,R-6-B,I,D,OC,MAIN,
39918,Malavikagnimitram,Kalidasa  C S R,R-3-D,I,G,OC,MAIN,
39919,Kumara Sambhavam,Kalidasa  C S R,R-8-E,F1,D,OC,MAIN,
39920,Kumara Sambhavam,Kalidasa  C S R,R-0-Z,F1,NA,OC,MAIN,
39921,Kumara Sambhavam,Kalidasa  C S R,R-14-E,F1,G,OC,MAIN,
39922,Veni Samhara,"Bhattanarayana, C S R",R-4-F,I,TBR,OC,MAIN,
39923,Veni Samhara,"Bhattanarayana, C S R",R-9-B,I,G,OC,MAIN,
39924,Veni Samhara,"Bhattanarayana, C S R",R-5-E,I,D,OC,MAIN,
39925,Veni Samhara,"Bhattanarayana, C S R",R-8-E,I,D,OC,MAIN,
39926,Veni Samhara,"Bhattanarayana, C S R",R-4-F,I,D,OC,MAIN,
39927,Harsha Charita   V,Bhatta Bana,R-9-E,G,D,OC,MAIN,
39928,Harsha Charita   V,Bhatta Bana,R-0-Z,G,NA,OC,MAIN,
40225,Sundarakandam,Valmiki,R-8-B,D1,G,OC,MAIN,
40226,Sundarakandam,Valmiki,R-3-E,D1,G,OC,MAIN,
40227,Sundarakandam,Valmiki,R-3-E,D1,G,OC,MAIN,
40228,Sundarakandam,Valmiki,R-3-E,D1,D,OC,MAIN,
40229,Sundarakandam,Valmiki,R-15-A,D1,G,OC,MAIN,
40230,Madhyasiddhantha Koumudi,Varadaraja,R-0-Z,B6,NA,OC,MAIN,
40231,Madhyasiddhantha Koumudi,Varadaraja,R-0-Z,B6,NA,OC,MAIN,
40232,Madhyasiddhantha Koumudi,Varadaraja,R-15-A,B6,R,OC,MAIN,
40233,Madhyasiddhantha Koumudi,Varadaraja,R-4-F,B6,TBR,OC,MAIN,
40234,Madhyasiddhantha Koumudi,Varadaraja,R-0-Z,B6,NA,OC,MAIN,
41182,Katopanishad,Swami Saradananada,R-0-Z,C6,NA,OC,MAIN,
41183,Katopanishad,Swami Saradananada,R-0-Z,C6,NA,OC,MAIN,
41184,BrahmaSutra Bhashya,Gambhirananda,R-0-Z,C6,NA,OC,MAIN,
41185,BrahmaSutra Bhashya,Gambhirananda,R-2-B,C6,G,OC,MAIN,
